mass,ctau,acc_lxybin1_ptbin1_isobin1,nevt_lxybin1_ptbin1_isobin1,trigsf_unc_lxybin1_ptbin1_isobin1,acc_lxybin1_ptbin1_isobin2,nevt_lxybin1_ptbin1_isobin2,trigsf_unc_lxybin1_ptbin1_isobin2,acc_lxybin1_ptbin1_isobin3,nevt_lxybin1_ptbin1_isobin3,trigsf_unc_lxybin1_ptbin1_isobin3,acc_lxybin1_ptbin2_isobin1,nevt_lxybin1_ptbin2_isobin1,trigsf_unc_lxybin1_ptbin2_isobin1,acc_lxybin1_ptbin2_isobin2,nevt_lxybin1_ptbin2_isobin2,trigsf_unc_lxybin1_ptbin2_isobin2,acc_lxybin1_ptbin2_isobin3,nevt_lxybin1_ptbin2_isobin3,trigsf_unc_lxybin1_ptbin2_isobin3,acc_lxybin2_ptbin1_isobin1,nevt_lxybin2_ptbin1_isobin1,trigsf_unc_lxybin2_ptbin1_isobin1,acc_lxybin2_ptbin1_isobin2,nevt_lxybin2_ptbin1_isobin2,trigsf_unc_lxybin2_ptbin1_isobin2,acc_lxybin2_ptbin1_isobin3,nevt_lxybin2_ptbin1_isobin3,trigsf_unc_lxybin2_ptbin1_isobin3,acc_lxybin2_ptbin2_isobin1,nevt_lxybin2_ptbin2_isobin1,trigsf_unc_lxybin2_ptbin2_isobin1,acc_lxybin2_ptbin2_isobin2,nevt_lxybin2_ptbin2_isobin2,trigsf_unc_lxybin2_ptbin2_isobin2,acc_lxybin2_ptbin2_isobin3,nevt_lxybin2_ptbin2_isobin3,trigsf_unc_lxybin2_ptbin2_isobin3,acc_lxybin3_ptbin1_isobin1,nevt_lxybin3_ptbin1_isobin1,trigsf_unc_lxybin3_ptbin1_isobin1,acc_lxybin3_ptbin1_isobin2,nevt_lxybin3_ptbin1_isobin2,trigsf_unc_lxybin3_ptbin1_isobin2,acc_lxybin3_ptbin1_isobin3,nevt_lxybin3_ptbin1_isobin3,trigsf_unc_lxybin3_ptbin1_isobin3,acc_lxybin3_ptbin2_isobin1,nevt_lxybin3_ptbin2_isobin1,trigsf_unc_lxybin3_ptbin2_isobin1,acc_lxybin3_ptbin2_isobin2,nevt_lxybin3_ptbin2_isobin2,trigsf_unc_lxybin3_ptbin2_isobin2,acc_lxybin3_ptbin2_isobin3,nevt_lxybin3_ptbin2_isobin3,trigsf_unc_lxybin3_ptbin2_isobin3,acc_lxybin4_ptbin1_isobin1,nevt_lxybin4_ptbin1_isobin1,trigsf_unc_lxybin4_ptbin1_isobin1,acc_lxybin4_ptbin1_isobin2,nevt_lxybin4_ptbin1_isobin2,trigsf_unc_lxybin4_ptbin1_isobin2,acc_lxybin4_ptbin1_isobin3,nevt_lxybin4_ptbin1_isobin3,trigsf_unc_lxybin4_ptbin1_isobin3,acc_lxybin4_ptbin2_isobin1,nevt_lxybin4_ptbin2_isobin1,trigsf_unc_lxybin4_ptbin2_isobin1,acc_lxybin4_ptbin2_isobin2,nevt_lxybin4_ptbin2_isobin2,trigsf_unc_lxybin4_ptbin2_isobin2,acc_lxybin4_ptbin2_isobin3,nevt_lxybin4_ptbin2_isobin3,trigsf_unc_lxybin4_ptbin2_isobin3,acc_lxybin5_ptbin1_isobin1,nevt_lxybin5_ptbin1_isobin1,trigsf_unc_lxybin5_ptbin1_isobin1,acc_lxybin5_ptbin1_isobin2,nevt_lxybin5_ptbin1_isobin2,trigsf_unc_lxybin5_ptbin1_isobin2,acc_lxybin5_ptbin1_isobin3,nevt_lxybin5_ptbin1_isobin3,trigsf_unc_lxybin5_ptbin1_isobin3,acc_lxybin5_ptbin2_isobin1,nevt_lxybin5_ptbin2_isobin1,trigsf_unc_lxybin5_ptbin2_isobin1,acc_lxybin5_ptbin2_isobin2,nevt_lxybin5_ptbin2_isobin2,trigsf_unc_lxybin5_ptbin2_isobin2,acc_lxybin5_ptbin2_isobin3,nevt_lxybin5_ptbin2_isobin3,trigsf_unc_lxybin5_ptbin2_isobin3,acc_lxybin6_ptbin1_isobin1,nevt_lxybin6_ptbin1_isobin1,trigsf_unc_lxybin6_ptbin1_isobin1,acc_lxybin6_ptbin1_isobin2,nevt_lxybin6_ptbin1_isobin2,trigsf_unc_lxybin6_ptbin1_isobin2,acc_lxybin6_ptbin1_isobin3,nevt_lxybin6_ptbin1_isobin3,trigsf_unc_lxybin6_ptbin1_isobin3,acc_lxybin6_ptbin2_isobin1,nevt_lxybin6_ptbin2_isobin1,trigsf_unc_lxybin6_ptbin2_isobin1,acc_lxybin6_ptbin2_isobin2,nevt_lxybin6_ptbin2_isobin2,trigsf_unc_lxybin6_ptbin2_isobin2,acc_lxybin6_ptbin2_isobin3,nevt_lxybin6_ptbin2_isobin3,trigsf_unc_lxybin6_ptbin2_isobin3
0.3,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5.201764718111924e-06,1,0.127,0.0,0,0.127,5.201764718111924e-06,1,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,5.201764718111924e-06,1,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,6.242117661734308e-05,9,0.314,1.0403529436223849e-05,2,0.314,1.0403529436223849e-05,2,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,1.560529415433577e-05,3,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,15.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,3.5764532521136215e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,20.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,2.7463726617616934e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,25.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,2.2284188795192864e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.8746226118816633e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,35.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.617686536991256e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,40.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.422649585274323e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,45.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.269559403507726e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,50.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.1462031769467426e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,55.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,1.0446880910874739e-05,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,60.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,9.596867646500051e-06,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
0.3,65.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.127,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,0.0,0,0.248,8.874737309824104e-06,1,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314,0.0,0,0.314
